"","year","artist","position","song","indicativerevenue","genre"
"1",2000,"Faith Hill",1,"Breathe",24030.051,"country"
"2",2000,"Santana & The Product G",2,"Maria Maria",23320.084,"rock"
"3",2000,"Joe Thomas",3,"I Wanna Know",21516.777,"funk"
"4",2000,"Aaliyah",4,"Try Again",21099.824,"pop"
"5",2000,"Toni Braxton",5,"He Wasn't Man Enough",21023.066,"pop"
"6",2000,"Rob Thomas & Santana",6,"Smooth",20735.418,"mellow"
"7",2000,"Vertical Horizon",7,"Everything You Want",20402.965,"mellow"
"8",2000,"Destiny's Child",8,"Say My Name",19489.657,"pop"
"9",2000,"Lonestar",9,"Amazed",19138.169,"country"
"10",2000,"Matchbox Twenty",10,"Bent",18997.978,"mellow"
"11",2000,"Madonna",11,"Music",18983.471,"pop"
"12",2000,"Sisqo",12,"Thong Song",18403.832,"hip hop"
"13",2000,"Three Doors Down",13,"Kryptonite",18341.509,"metal"
"14",2000,"Destiny's Child",14,"Jumpin' Jumpin'",18020.444,"pop"
"15",2000,"Creed",15,"Higher",17082.223,"rock"
"16",2000,"Pink",16,"There You Go",16517.97,"rock"
"17",2000,"Sonique",17,"It Feels So Good",16425.28,"dance"
"18",2000,"Marc Anthony",18,"You Sang To Me",16071.829,"latin"
"19",2000,"Macy Gray",19,"I Try",15615.636,"soul"
"20",2000,"N Sync",20,"Bye, Bye, Bye",15292.321,"boy band"
"21",2000,"Janet Jackson",21,"Doesn't Really Matter",15074.193,"pop"
"22",2000,"Nelly",22,"(Hot S**t) Country Grammar",14859.853,"pop"
"23",2000,"Creed",23,"With Arms Wide Open",14754.656,"rock"
"24",2000,"Savage Garden",24,"I Knew I Loved You",14516.724,"boy band"
"25",2000,"N Sync",25,"It's Gonna Be Me",14236.573,"boy band"
"26",2000,"Christina Aguilera",26,"What A Girl Wants",14227.323,"pop"
"27",2000,"Montell Jordan",27,"Get It On Tonite",13780.222,"hip hop"
"29",2000,"Sisqo",29,"Incomplete",13684.593,"hip hop"
"30",2000,"Eminem",30,"The Real Slim Shady",13622.796,"hip hop"
"31",2000,"Sting & Cheb Mami",31,"Desert Rose",13412.469,"permanent wave"
"32",2000,"Britney Spears",32,"Oops!... I Did It Again",13352.954,"pop"
"33",2000,"Christina Aguilera",33,"Come On Over Baby (All I Want Is You)",12961.533,"pop"
"34",2000,"Enrique Iglesias",34,"Be With You",12919.835,"pop"
"35",2000,"Celine Dion",35,"That's The Way It Is",12744.707,"pop"
"36",2000,"Faith Hill",36,"The Way You Love Me",12648.231,"country"
"37",2000,"Ruff Endz",37,"No More",12405.965,"new jack swing"
"38",2000,"BBMak",38,"Back Here",12118.763,"boy band"
"39",2000,"Nine Days",39,"Absolutely (Story Of A Girl)",11901.115,"mellow"
"40",2000,"Bon Jovi",40,"It's My Life",11712.6,"metal"
"41",2000,"Marc Anthony",41,"I Need To Know",11461.764,"latin"
"42",2000,"Pink",42,"Most Girls",11361.064,"rock"
"43",2000,"blink-182",43,"All The Small Things",11000.462,"pop"
"44",2000,"Destiny's Child",44,"Independent Woman",10851.895,"pop"
"45",2000,"Brian McKnight",45,"Back At One",10600.424,"pop"
"46",2000,"Christina Aguilera",46,"I Turn To You",10518.83,"pop"
"47",2000,"Samantha Mumba",47,"Gotta Tell You",9789.133,"dance"
"48",2000,"Mya",48,"Case Of The Ex (Whatcha Gonna Do)",9679.084,"pop"
"49",2000,"Mariah Carey",49,"Thank God I Found You",9583.049,"pop"
"50",2000,"Mary Mary",50,"Shackles (Praise You)",9519.617,"gospel"
"51",2000,"LeAnn Rimes",51,"I Need You",9380.273,"country"
"52",2000,"Blaque",52,"Bring It All To Me",9343.446,"girl group"
"53",2000,"Next",53,"Wifey",9127.489,"boy band"
"54",2000,"Jagged Edge",54,"Let's Get Married",9118.588,"hip hop"
"55",2000,"Third Eye Blind",55,"Never Let You Go",9020.139,"rock"
"57",2000,"Eiffel 65",57,"Blue (Da Ba Dee)",8864.615,"dance"
"58",2000,"Red Hot Chili Peppers",58,"Otherside",8768.991,"rock"
"60",2000,"98 Degrees",60,"Give Me Just One Night",8294.998,"boy band"
"61",2000,"Everclear",61,"Wonderful",8261.942,"metal"
"62",2000,"Madonna",62,"American Pie",8165.795,"pop"
"63",2000,"Dr Dre & Snoop Dogg",63,"The Next Episode",8154.898,"funk"
"64",2000,"Dr Dre, Eminem & Skylar Grey",64,"Forgot About Dre",8055.731,"funk"
"65",2000,"Mystikal",65,"Shake Ya Ass",8046.166,"crunk"
"67",2000,"Debelah Morgan",67,"Dance With Me",7839.287,"urban contemporary"
"68",2000,"Son By Four",68,"Purest Of Pain (A Puro Dolor)",7809.399,"latin"
"69",2000,"Whitney Houston & Enrique Iglesias",69,"Could I Have This Kiss Forever",7798.743,"pop"
"71",2000,"Erykah Badu",71,"Bag Lady",7668.147,"afrofuturism"
"72",2000,"N Sync",72,"This I Promise You",7655.888,"boy band"
"73",2000,"Jay-Z & UGK",73,"Big Pimpin'",7637.057,"hip hop"
"74",2000,"Ricky Martin",74,"She Bangs",7627.54,"pop"
"75",2000,"Baha Men",75,"Who Let The Dogs Out?",7563.937,"pop"
"76",2000,"Britney Spears",76,"Lucky",7546.603,"pop"
"77",2000,"Savage Garden",77,"Crash & Burn",7245.16,"boy band"
"78",2000,"Avant",78,"Separated",7207.985,"pop"
"79",2000,"Smash Mouth",79,"Then The Morning Comes",7105.338,"rock"
"80",2000,"Carl Thomas",80,"I Wish",7023.892,"pop"
"81",2000,"Anastacia",81,"I'm Outta Love",6989.035,"pop"
"83",2000,"Bomfunk MCs",83,"Freestyler",6894.385,"dance"
"84",2000,"Kid Rock",84,"Only God Knows Why",6858.964,"metal"
"85",2000,"DMX",85,"Party Up (Up In Here)",6840.357,"hip hop"
"86",2000,"Lara Fabian",86,"I Will Love Again",6811.386,"pop"
"87",2000,"Alice DeeJay",87,"Better Off Alone",6662.063,"dance"
"88",2000,"Filter",88,"Take A Picture",6637.807,"metal"
"89",2000,"Jessica Simpson",89,"I Wanna Love You Forever",6596.018,"pop"
"90",2000,"Westlife",90,"Swear It Again",6506.028,"boy band"
"91",2000,"Jessica Simpson",91,"I Think I'm In Love With You",6471.485,"pop"
"92",2000,"Bloodhound Gang",92,"The Bad Touch",6393.809,"metal"
"93",2000,"Jo Dee Messina",93,"That's The Way",6386.696,"country"
"94",2000,"Vertical Horizon",94,"You're A God",6381.798,"mellow"
"95",2000,"Bow Wow",95,"Bounce With Me",6371.682,"pop"
"96",2000,"Chad Brock",96,"Yes!",6256.097,"country"
"97",2000,"Jagged Edge",97,"He Can't Love U",6255.386,"hip hop"
"98",2000,"Da Brat & Tyrese",98,"What'chu Like",6253.95,"rap"
"99",2000,"U2",99,"Beautiful Day",6222.053,"rock"
"100",2000,"Ja Rule & Christina Milian",100,"Between Me & You",6193.137,"pop"
"101",2001,"Lifehouse",1,"Hanging By A Moment",24095.795,"metal"
"102",2001,"Alicia Keys",2,"Fallin'",20267.524,"soul"
"103",2001,"Train",3,"Drops Of Jupiter (Tell Me)",20070.039,"mellow"
"104",2001,"Eve & Gwen Stefani",4,"Let Me Blow Ya Mind",19578.31,"pop"
"105",2001,"Shaggy",5,"Angel",19105.215,"pop"
"106",2001,"Dido",6,"Thank You",18430.968,"pop"
"107",2001,"Jennifer Lopez & Ja Rule",7,"I'm Real",17983.971,"pop"
"108",2001,"Shaggy & Ricardo 'RikRok' Ducent",8,"It Wasn't Me",17689.978,"pop"
"109",2001,"Mary J Blige",9,"Family Affair",17444.33,"pop"
"110",2001,"Christina Aguilera, Lil' Kim, Mya & Pink",10,"Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?)",17431.181,"pop"
"111",2001,"Uncle Kracker",11,"Follow Me",17415.935,"country"
"112",2001,"Staind",12,"It's Been Awhile",17275.895,"metal"
"113",2001,"Janet Jackson",13,"All For You",17256.199,"pop"
"114",2001,"Blu Cantrell",14,"Hit 'em Up Style (Oops!)",16998.89,"pop"
"115",2001,"Usher",15,"U Remind Me",16820.931,"hip hop"
"116",2001,"Nelly & City Spud",16,"Ride Wit Me",16014.628,"pop"
"117",2001,"Crazy Town",17,"Butterfly",15557.243,"metal"
"118",2001,"Jagged Edge & Nelly",18,"Where The Party At",15331.132,"hip hop"
"119",2001,"Joe Thomas & Mystikal",19,"Stutter",14789.375,"funk"
"120",2001,"Lenny Kravitz",20,"Again",14381.203,"permanent wave"
"121",2001,"Incubus",21,"Drive",14360.974,"metal"
"122",2001,"Destiny's Child",22,"Survivor",14284.781,"pop"
"123",2001,"City High",23,"What Would You Do?",13957.256,"pop"
"124",2001,"Matchbox Twenty",24,"If You're Gone",13903.403,"mellow"
"125",2001,"112",25,"Peaches 'n' Cream",13359.449,"hip hop"
"126",2001,"Jennifer Lopez",26,"Love Don't Cost A Thing",13317.261,"pop"
"127",2001,"OutKast",27,"Ms Jackson",13168.919,"hip hop"
"128",2001,"Nelly Furtado",28,"I'm Like A Bird",12842.288,"latin"
"130",2001,"Destiny's Child",30,"Independent Woman",11269.217,"pop"
"131",2001,"Craig David",31,"Fill Me In",11098.096,"soul"
"132",2001,"Ja Rule, Lil' Mo & Vita",32,"Put It On Me",11070.887,"pop"
"133",2001,"Enya",33,"Only Time",11043.738,"celtic"
"134",2001,"Destiny's Child",34,"Bootylicious",10954.245,"pop"
"135",2001,"Nelly Furtado",35,"Turn Off The Light",10917.018,"latin"
"136",2001,"Lee Ann Womack",36,"I Hope You Dance",10789.202,"country"
"137",2001,"Madonna",37,"Don't Tell Me",10778.367,"pop"
"138",2001,"O-Town",38,"All Or Nothing",10609.589,"boy band"
"139",2001,"Ginuwine",39,"Differences",10411.568,"pop"
"141",2001,"Moby & Gwen Stefani",41,"South Side",10343.073,"downtempo"
"142",2001,"Janet Jackson",42,"Someone To Call My Lover",10267.561,"pop"
"143",2001,"Ricky Martin & Christina Aguilera",43,"Nobody Wants To Be Lonely",10211.412,"pop"
"144",2001,"Faith Hill",44,"The Way You Love Me",10069.581,"country"
"145",2001,"Toya",45,"I Do",9483.329,"pop"
"146",2001,"Faith Hill",46,"There You'll Be",9481.555,"country"
"147",2001,"Enrique Iglesias",47,"Hero",9432.862,"pop"
"148",2001,"K-Ci & JoJo",48,"Crazy",9358.416,"pop"
"149",2001,"Aerosmith",49,"Jaded",9217.702,"rock"
"151",2001,"Alien Ant Farm",51,"Smooth Criminal",9022.409,"metal"
"152",2001,"Jennifer Lopez",52,"Play",8966.79,"pop"
"153",2001,"Sugar Ray",53,"When It's Over",8932.441,"metal"
"154",2001,"Usher",54,"U Got It Bad",8820.342,"hip hop"
"155",2001,"Jay-Z",55,"Izzo (Hova)",8686.634,"hip hop"
"156",2001,"Dream",56,"He Loves U Not",8605.404,"hip hop"
"157",2001,"S Club 7",57,"Never Had A Dream Come True",8299.931,"dance"
"158",2001,"Case",58,"Missing You",8253.689,"country"
"159",2001,"Ja Rule & Case",59,"Livin' It Up",8224.83,"pop"
"160",2001,"Michael Jackson",60,"You Rock My World",8214.341,"pop"
"161",2001,"Nickelback",61,"How You Remind Me",8189.024,"metal"
"162",2001,"Bow Wow",62,"Bow Wow (That's My Name)",7969.766,"pop"
"163",2001,"Jessica Simpson",63,"Irresistible",7930.002,"pop"
"164",2001,"Gorillaz",64,"Clint Eastwood",7875.773,"hip hop"
"165",2001,"Jagged Edge",65,"Promise",7770.563,"hip hop"
"166",2001,"Daft Punk",66,"One More Time",7682.424,"electro"
"167",2001,"Creed",67,"With Arms Wide Open",7670.143,"rock"
"168",2001,"Mya",68,"Case Of The Ex (Whatcha Gonna Do)",7571.254,"pop"
"169",2001,"Sunshine Anderson",69,"Heard It All Before",7292.656,"pop"
"170",2001,"Dave Matthews Band",70,"The Space Between",7237.844,"jam band"
"171",2001,"Mystikal & Nivea",71,"Danger (Been So Long)",7223.075,"crunk"
"172",2001,"3LW",72,"No More (Baby I'ma Do Right)",7032.045,"girl group"
"173",2001,"Tamia",73,"Stranger In My House",6937.554,"pop"
"174",2001,"Eminem & Dido",74,"Stan",6778.439,"hip hop"
"175",2001,"Musiq Soulchild",75,"Love",6708.694,"pop"
"176",2001,"Guy Sebastian & Eve",76,"Who's That Girl?",6670.542,"pop"
"177",2001,"LeAnn Rimes",77,"Can't Fight The Moonlight",6648.213,"country"
"178",2001,"Geri Halliwell",78,"It's Raining Men",6620.637,"dance"
"179",2001,"Destiny's Child",79,"Emotion",6618.001,"pop"
"180",2001,"Aaliyah",80,"Rock The Boat",6514.744,"pop"
"181",2001,"Three Doors Down",81,"Be Like That",6463.692,"metal"
"182",2001,"Michelle Branch",82,"Everywhere",6437.417,"pop"
"183",2001,"Atomic Kitten",83,"Whole Again",6404.973,"dance"
"184",2001,"OutKast",84,"So Fresh, So Clean",6387.192,"hip hop"
"186",2001,"Afroman",86,"Because I Got High",6345.661,"rap"
"187",2001,"D12",87,"Purple Pills",6343.454,"hip hop"
"188",2001,"Brooks & Dunn",88,"Ain't Nothing 'Bout You",6330.664,"country"
"189",2001,"Bubba Sparxxx",89,"Ugly",6297.819,"hip hop"
"190",2001,"Lonestar",90,"I'm Already There",6273.885,"country"
"191",2001,"Three Doors Down",91,"Kryptonite",6248.113,"metal"
"192",2001,"Evan & Jaron",92,"Crazy For This Girl",6225.331,"metal"
"193",2001,"Blake Shelton",93,"Austin",6199.566,"country"
"194",2001,"Lil' Mo & Fabolous",94,"Superwoman Pt. II",6123.249,"rap"
"195",2001,"Erick Sermon & Marvin Gaye",95,"Music",6089.78,"rap"
"196",2001,"Trick Daddy",96,"I'm A Thug",6068.334,"crunk"
"197",2001,"112",97,"It's Over Now",6052.375,"hip hop"
"198",2001,"The Isley Brothers & Ronald Isley",98,"Contagious",6015.976,"soul"
"199",2001,"Petey Pablo",99,"Raise Up",5994.95,"crunk"
"200",2001,"Ludacris",100,"Southern Hospitality",5992.969,"hip hop"
"201",2002,"P Diddy, Usher & Loon",1,"I Need A Girl",27244.347,"pop"
"202",2002,"Nickelback",2,"How You Remind Me",22811.43,"metal"
"203",2002,"Vanessa Carlton",3,"A Thousand Miles",21336.223,"pop"
"204",2002,"Ashanti",4,"Foolish",19777.899,"pop"
"205",2002,"Nelly & Kelly Rowland",5,"Dilemma",19761.587,"pop"
"206",2002,"Avril Lavigne",6,"Complicated",19656.391,"pop"
"207",2002,"The Calling",7,"Wherever You Will Go",19608.985,"mellow"
"208",2002,"Nelly",8,"Hot In Herre",19596.596,"pop"
"209",2002,"Eminem",9,"Without Me",17679.824,"hip hop"
"210",2002,"Fat Joe & Ashanti",10,"What's Luv?",17412.487,"hip hop"
"211",2002,"Puddle of Mudd",11,"Blurry",16382.765,"metal"
"212",2002,"Linkin Park",12,"In The End",16254.385,"metal"
"213",2002,"Jennifer Lopez & Ja Rule",13,"Ain't It Funny",15711.152,"pop"
"214",2002,"Shakira",14,"Whenever, Wherever",15688.205,"pop"
"215",2002,"Ja Rule & Ashanti",15,"Always On Time",14386.215,"pop"
"216",2002,"Jimmy Eat World",16,"The Middle",13516.32,"emo"
"217",2002,"Chad Kroeger & Josey Scott",17,"Hero",13332.426,"metal"
"218",2002,"Eve & Alicia Keys",18,"Gangsta Lovin'",13331.655,"pop"
"219",2002,"Pink",19,"Get The Party Started",12346.413,"rock"
"220",2002,"Shakira",20,"Underneath Your Clothes",12333.103,"pop"
"221",2002,"DJ Sammy & Yanou",21,"Heaven",12024.5,"dance"
"222",2002,"Enrique Iglesias",22,"Hero",12002.354,"pop"
"223",2002,"Jennifer Lopez",23,"I'm Gonna Be Alright",11994.641,"pop"
"224",2002,"Usher",24,"U Got It Bad",11937.057,"hip hop"
"225",2002,"Usher",25,"U Don't Have To Call",11776.717,"hip hop"
"226",2002,"Creed",26,"One Last Breath",11774.073,"rock"
"227",2002,"Pink",27,"Don't Let Me Get Me",11361.049,"rock"
"228",2002,"Eminem",28,"Cleanin' Out My Closet",11072.655,"hip hop"
"229",2002,"Michelle Branch",29,"All You Wanted",11070.604,"pop"
"230",2002,"Default",30,"Wasting My Time",10960.592,"metal"
"231",2002,"N Sync & Nelly",31,"Girlfriend",10758.28,"boy band"
"232",2002,"Kylie Minogue",32,"Can't Get You Out Of My Head",10604.427,"dance"
"233",2002,"Sheryl Crow",33,"Soak Up The Sun",10505.816,"lilith"
"234",2002,"Pink",34,"Just Like A Pill",10215.692,"rock"
"237",2002,"Enrique Iglesias",37,"Escape",10102.207,"pop"
"238",2002,"Creed",38,"My Sacrifice",9878.519,"rock"
"239",2002,"Ashanti",39,"Happy",9805.743,"pop"
"240",2002,"No Doubt",40,"Hey Baby",9782.467,"rock"
"241",2002,"Daniel Bedingfield",41,"Gotta Get Thru This",9712.232,"pop"
"242",2002,"Eminem",42,"Lose Yourself",9517.204,"hip hop"
"244",2002,"NORE",44,"Nothin'",9261.563,"rap"
"245",2002,"Tweet",45,"Oops (Oh My)",9261.511,"pop"
"246",2002,"Mary J Blige",46,"Family Affair",9255.996,"pop"
"247",2002,"No Doubt & Lady Saw",47,"Underneath It All",9253.286,"rock"
"248",2002,"Sean Paul",48,"Gimme The Light",9235.393,"pop"
"249",2002,"Brandy",49,"What About Us",8952.223,"pop"
"250",2002,"Aaliyah",50,"More Than A Woman",8893.432,"pop"
"252",2002,"Red Hot Chili Peppers",52,"By The Way",8824.533,"rock"
"254",2002,"Celine Dion",54,"A New Day Has Come",8758.709,"pop"
"255",2002,"LL Cool J",55,"Luv U Better",8601.205,"hip hop"
"256",2002,"Mario",56,"Just A Friend",8523.537,"pop"
"257",2002,"John Mayer",57,"No Such Thing",8445.689,"mellow"
"258",2002,"Justin Timberlake",58,"Like I Love You",8219.544,"pop"
"259",2002,"No Doubt",59,"Hella Good",8181.868,"rock"
"260",2002,"Musiq Soulchild",60,"halfcrazy",8152.311,"pop"
"261",2002,"Big Tymers",61,"Still Fly",8019.16,"crunk"
"262",2002,"Angie Martinez, Lil' Mo & Sacario",62,"If I Could Go!",7944.994,"pop"
"263",2002,"Truth Hurts",63,"Addictive",7921.012,"pop"
"264",2002,"Elvis Presley & JXL",64,"A Little Less Conversation",7895.16,"adult standards"
"265",2002,"Ludacris, Mystikal & Infamous 2.0",65,"Move B***h",7855.171,"hip hop"
"266",2002,"Busta Rhymes, P Diddy & Pharrell Williams",66,"Pass the Courvoisier - Part II",7725.189,"hip hop"
"267",2002,"Brandy",67,"Full Moon",7527.238,"pop"
"268",2002,"Mary J Blige & Ja Rule",68,"Rainy Dayz",7515.943,"pop"
"270",2002,"Alanis Morissette",70,"Hands Clean",7455.462,"rock"
"271",2002,"Jennifer Lopez",71,"Jenny From The Block",7332.279,"pop"
"272",2002,"OutKast",72,"The Whole World",7153.051,"hip hop"
"273",2002,"Madonna",73,"Die Another Day",7147.935,"pop"
"274",2002,"Mary J Blige",74,"No More Drama",7134.892,"pop"
"275",2002,"Santana & Michelle Branch",75,"The Game Of Love",7037.511,"rock"
"276",2002,"Kelly Clarkson",76,"A Moment Like This",6956.511,"pop"
"277",2002,"Ashanti",77,"Baby",6904.349,"pop"
"278",2002,"Faith Evans",78,"I Love You",6899.006,"pop"
"279",2002,"LeAnn Rimes",79,"Can't Fight The Moonlight",6802.763,"country"
"280",2002,"Kylie Minogue",80,"Love At 1st Sight",6606.855,"dance"
"281",2002,"Five for Fighting",81,"Superman (It's Not Easy)",6474.093,"pop"
"282",2002,"Mr Cheeks",82,"Lights, Camera, Action!",6473.267,"pop"
"283",2002,"Avril Lavigne",83,"Sk8er Boi",6436.548,"pop"
"284",2002,"Dirty Vegas",84,"Days Go By",6413.561,"big beat"
"285",2002,"Craig David",85,"7 Days",6345.41,"soul"
"286",2002,"POD",86,"Youth Of The Nation",6333.661,"rap"
"287",2002,"Nappy Roots & Anthony Hamilton",87,"Po' Folks",6203.762,"rap"
"288",2002,"Aaliyah",88,"I Care 4 U",6203.51,"pop"
"289",2002,"The Goo Goo Dolls",89,"Here Is Gone",6190.032,"rock"
"290",2002,"Kenny Chesney",90,"Good Stuff",6179.9,"country"
"291",2002,"Wyclef Jean & Claudette Ortiz",91,"Two Wrongs",6156.699,"rap"
"292",2002,"Keith Urban",92,"Somebody Like You",6114.384,"country"
"293",2002,"Alicia Keys",93,"A Woman's Worth",6087.52,"soul"
"294",2002,"Nivea & Brian & Brandon Casey",94,"Don't Mess With My Man",6067.579,"hip hop"
"295",2002,"B2K",95,"Uh Huh",5863.424,"boy band"
"296",2002,"Nickelback",96,"Too Bad",5843.157,"metal"
"297",2002,"Christina Aguilera & Redman",97,"Dirrty",5754.479,"pop"
"298",2002,"Busta Rhymes",98,"Break Ya Neck",5717.625,"hip hop"
"299",2002,"Alan Jackson",99,"Drive (For Daddy Gene)",5696.587,"country"
"300",2002,"Jaheim & Next",100,"Anything",5663.677,"pop"
"301",2003,"50 Cent",1,"In Da Club",22899.27,"hip hop"
"302",2003,"Sean Paul",2,"Get Busy",20756.333,"pop"
"303",2003,"Evanescence & Paul McCoy",3,"Bring Me To Life",20554.247,"metal"
"304",2003,"Beyonce & Jay-Z",4,"Crazy In Love",19913.087,"pop"
"306",2003,"Matchbox Twenty",6,"Unwell",16750.869,"mellow"
"308",2003,"Chingy",8,"Right Thurr",16423.508,"crunk"
"309",2003,"Beyonce",9,"Baby Boy",15156.444,"pop"
"310",2003,"Three Doors Down",10,"When I'm Gone",14974.266,"metal"
"311",2003,"Nelly, P Diddy & Murphy Lee",11,"Shake Ya Tailfeather",14592.684,"pop"
"312",2003,"Busta Rhymes & Mariah Carey",12,"I Know What You Want",14392.267,"hip hop"
"313",2003,"Lil' Jon & The East Side Boyz",13,"Get Low",14232.315,"hip hop"
"314",2003,"Jennifer Lopez & LL Cool J",14,"All I Have",14017.673,"pop"
"315",2003,"50 Cent & Nate Dogg",15,"21 Questions",13647.06,"hip hop"
"316",2003,"Eminem",16,"Lose Yourself",13317.798,"hip hop"
"317",2003,"50 Cent",17,"PIMP",12900.074,"hip hop"
"318",2003,"Christina Aguilera & Beverly McClellan",18,"Beautiful",12803.683,"pop"
"319",2003,"Avril Lavigne",19,"I'm With You",12552.447,"pop"
"320",2003,"Aaliyah",20,"Miss You",12380.405,"pop"
"321",2003,"B2K & P Diddy",21,"Bump Bump Bump",12192.843,"boy band"
"322",2003,"Kid Rock & Sheryl Crow",22,"Picture",12185.699,"metal"
"323",2003,"Uncle Kracker & Dobie Gray",23,"Drift Away",12114.703,"country"
"324",2003,"Wayne Wonder",24,"No Letting Go",11951.165,"dance"
"325",2003,"Justin Timberlake",25,"Rock Your Body",11826.554,"pop"
"326",2003,"Fabolous & Tamia",26,"Into You",11781.21,"pop"
"327",2003,"Justin Timberlake",27,"Cry Me A River",11773.555,"pop"
"328",2003,"Snoop Dogg & Pharrell Williams",28,"Beautiful",11253.354,"funk"
"329",2003,"t.A.T.u.",29,"All The Things She Said",10946.1,"pop"
"330",2003,"Lil' Kim & 50 Cent",30,"Magic Stick",10701.945,"pop"
"331",2003,"Ashanti",31,"Rock Wit U (Awww Baby)",10468.436,"pop"
"332",2003,"Pharrell Williams & Jay-Z",32,"Frontin'",10390.951,"pop"
"333",2003,"Fabolous & Mike Shorey",33,"Can't Let You Go",10295.119,"pop"
"334",2003,"Ja Rule & Ashanti",34,"Mesmerize",10236.214,"pop"
"335",2003,"Trapt",35,"Headstrong",9587.261,"metal"
"336",2003,"Daniel Bedingfield",36,"If You're Not The One",9563.692,"pop"
"337",2003,"Tyrese",37,"How You Gonna Act Like That",9364.374,"pop"
"338",2003,"Beyonce & Jay-Z",38,"'03 Bonnie & Clyde",9357.152,"pop"
"339",2003,"Dido",39,"White Flag",9310.578,"pop"
"340",2003,"Ludacris & Shaunna",40,"Stand Up",9272.857,"hip hop"
"341",2003,"Christina Aguilera, Lil' Kim, Mya & Pink",41,"Can't Hold Us Down",9088.305,"pop"
"342",2003,"Santana & Michelle Branch",42,"The Game Of Love",8875.601,"rock"
"343",2003,"YoungBloodZ & Lil' Jon",43,"Damn!",8832.071,"hip hop"
"344",2003,"Kelly Clarkson",44,"Miss Independent",8781.477,"pop"
"345",2003,"Shania Twain",45,"Forever And For Always",8741.362,"country"
"346",2003,"Train",46,"Calling All Angels",8651.716,"mellow"
"347",2003,"Blu Cantrell & Sean Paul",47,"Breathe",8627.244,"pop"
"349",2003,"Sean Paul",49,"Like Glue",8447.642,"pop"
"350",2003,"Santana & Chad Kroeger",50,"Why Don't You & I",8327.247,"rock"
"351",2003,"Eminem",51,"Sing For The Moment",8206.036,"hip hop"
"352",2003,"Monica",52,"So Gone",7875.23,"pop"
"353",2003,"Jason Mraz",53,"The Remedy (I Won't Worry)",7849.055,"pop"
"354",2003,"Christina Aguilera",54,"Fighter",7810.076,"pop"
"355",2003,"Three Doors Down",55,"Here Without You",7697.793,"metal"
"356",2003,"Coldplay",56,"Clocks",7688.16,"permanent wave"
"357",2003,"Lumidee",57,"Never Leave You - Uh Ooh, Uh Oooh!",7510.829,"pop"
"359",2003,"Linkin Park",59,"Somewhere I Belong",7488.012,"metal"
"360",2003,"John Mayer",60,"Your Body Is A Wonderland",7324.046,"mellow"
"361",2003,"Nickelback",61,"Someday",7306.199,"metal"
"362",2003,"OutKast",62,"Hey Ya!",7199.265,"hip hop"
"363",2003,"Jay-Z",63,"Excuse Me Miss",7129.856,"hip hop"
"364",2003,"Baby Bash & Frankie J",64,"Suga Suga",7078.737,"rap"
"365",2003,"Nivea & Brian & Brandon Casey",65,"Don't Mess With My Man",7060.428,"hip hop"
"368",2003,"Ginuwine",68,"In Those Jeans",6899.679,"pop"
"369",2003,"NAS",69,"I Can",6756.168,"hip hop"
"370",2003,"Chingy, Ludacris & Snoop Dogg",70,"Holidae Inn",6717.723,"crunk"
"371",2003,"Michelle Branch",71,"Are You Happy Now",6708.189,"pop"
"372",2003,"Pink",72,"Family Portrait",6701.424,"rock"
"373",2003,"Mya",73,"My Love Is Like... Wo",6689.739,"pop"
"374",2003,"Amanda Perez",74,"Angel",6634.618,"pop"
"375",2003,"Lil' Kim & Mr Cheeks",75,"The Jump Off",6603.57,"pop"
"376",2003,"Jewel",76,"Intuition",6565.519,"alaska indie"
"377",2003,"Counting Crows & Vanessa Carlton",77,"Big Yellow Taxi",6541.076,"rock"
"378",2003,"Jennifer Lopez",78,"Jenny From The Block",6538.435,"pop"
"379",2003,"Ashanti",79,"Rain On Me",6523.569,"pop"
"380",2003,"Good Charlotte",80,"Lifestyles Of The Rich & Famous",6345.767,"metal"
"381",2003,"Staind",81,"So Far Away",6190.428,"metal"
"382",2003,"Alan Jackson & Jimmy Buffett",82,"It's Five O'Clock Somewhere",6159.069,"country"
"383",2003,"Lonestar",83,"My Front Porch Looking In",6105.824,"country"
"384",2003,"OutKast",84,"The Way You Move",6099.948,"hip hop"
"385",2003,"Jagged Edge",85,"Walked Outta Heaven",6089.012,"hip hop"
"386",2003,"Ginuwine & Baby",86,"Hell Yeah",6071.842,"pop"
"387",2003,"Frankie J",87,"Don't Wanna Try",5954.022,"pop"
"388",2003,"Young Gunz",88,"Can't Stop, Won't Stop",5911.118,"rap"
"389",2003,"Maroon 5",89,"Harder To Breathe",5807.714,"pop"
"390",2003,"Nelly, Kyjuan, Ali & Murphy Lee",90,"Air Force Ones",5761.811,"pop"
"391",2003,"Toby Keith & Willie Nelson",91,"Beer For My Horses",5724.913,"country"
"392",2003,"Jaheim",92,"Put That Woman First",5569.368,"pop"
"393",2003,"Stacie Orrico",93,"Stuck",5534.94,"pop"
"394",2003,"Linkin Park",94,"Faint",5482.536,"metal"
"396",2003,"Justin Timberlake",96,"Senorita",5432.544,"pop"
"397",2003,"Phil Collins",97,"Can't Stop Loving You",5425.51,"mellow"
"398",2003,"Stacie Orrico",98,"(There's Gotta Be) More To Life",5420.505,"pop"
